### Short Comparison (top 10 lines) excluding the first events: CMSSW_8_0_0_pre3 vs CMSSW_8_0_0_pre4
Couldn't parse time report using CPU and wall-clock format: trying Wall-clock only
  delta/mean delta/orJob     original                   new       module name
   -1.725105      -0.01%         0.66 ms/ev ->         0.05 ms/ev hpsPFTauDiscriminationByLooseIsolationMVArun2v1PWnewDMwLT76xReMiniAOD
   -1.722992      -0.00%         0.34 ms/ev ->         0.03 ms/ev hpsPFTauDiscriminationByTightIsolationMVArun2v1PWnewDMwLT76xReMiniAOD
   -1.722222      -0.00%         0.34 ms/ev ->         0.03 ms/ev hpsPFTauDiscriminationByMediumIsolationMVArun2v1PWdR03oldDMwLT76xReMiniAOD
   -1.721448      -0.00%         0.33 ms/ev ->         0.03 ms/ev hpsPFTauDiscriminationByVLooseIsolationMVArun2v1PWnewDMwLT76xReMiniAOD
   -1.721448      -0.00%         0.33 ms/ev ->         0.03 ms/ev hpsPFTauDiscriminationByTightIsolationMVArun2v1PWoldDMwLT76xReMiniAOD
   -1.721448      -0.00%         0.33 ms/ev ->         0.03 ms/ev hpsPFTauDiscriminationByTightIsolationMVArun2v1DBoldDMwLT76xReMiniAOD
   -1.711111      -0.00%         0.33 ms/ev ->         0.03 ms/ev hpsPFTauDiscriminationByLooseIsolationMVArun2v1PWdR03oldDMwLT76xReMiniAOD
   -1.711111      -0.00%         0.33 ms/ev ->         0.03 ms/ev hpsPFTauDiscriminationByVVTightIsolationMVArun2v1PWdR03oldDMwLT76xReMiniAOD
   -1.706122      -0.01%         0.68 ms/ev ->         0.05 ms/ev hpsPFTauDiscriminationByLooseIsolationMVArun2v1DBnewDMwLT76xReMiniAOD
   -1.662983      -0.01%         0.66 ms/ev ->         0.06 ms/ev hpsPFTauDiscriminationByLooseIsolationMVArun2v1DBdR03oldDMwLT76xReMiniAOD
   -1.375603      -0.02%         2.62 ms/ev ->         0.49 ms/ev hpsPFTauDiscriminationByIsolationMVArun2v1DBdR03oldDMwLTraw76xReMiniAOD
   -1.058606      -0.01%         1.66 ms/ev ->         0.51 ms/ev hpsPFTauDiscriminationByIsolationMVArun2v1PWoldDMwLTraw76xReMiniAOD
   -1.053165      -0.01%         2.41 ms/ev ->         0.75 ms/ev hpsPFTauDiscriminationByIsolationMVArun2v1PWnewDMwLTraw76xReMiniAOD
   -1.043348      -0.02%         2.54 ms/ev ->         0.80 ms/ev hpsPFTauDiscriminationByIsolationMVArun2v1DBnewDMwLTraw76xReMiniAOD
   -0.946485      -0.01%         1.40 ms/ev ->         0.50 ms/ev hpsPFTauDiscriminationByIsolationMVArun2v1DBoldDMwLTraw76xReMiniAOD
   -0.725026      -0.01%         1.32 ms/ev ->         0.62 ms/ev tightAnalyzer
   -0.708696      -0.01%         1.25 ms/ev ->         0.59 ms/ev globalAnalyzer
   -0.607553      -0.29%        71.92 ms/ev ->        38.40 ms/ev pixelPairElectronSeeds
   -0.580981      -0.01%         1.49 ms/ev ->         0.82 ms/ev looseAnalyzer
   -0.569031      -0.00%         0.84 ms/ev ->         0.47 ms/ev hpsPFTauDiscriminationByIsolationMVArun2v1PWdR03oldDMwLTraw76xReMiniAOD
   +0.551036      +0.00%         0.47 ms/ev ->         0.83 ms/ev MeasurementTrackerEventPreSplitting
   +0.368437      +0.01%         1.34 ms/ev ->         1.95 ms/ev siStripZeroSuppression
   +0.339570      +0.00%         0.60 ms/ev ->         0.84 ms/ev uncleanedOnlyConversionTrackCandidates
   +0.310543      +0.00%         0.66 ms/ev ->         0.90 ms/ev ElecMuonHLTOfflineDQM
   -0.279804      -0.32%       150.94 ms/ev ->       113.89 ms/ev detachedTripletStepSeeds
   -0.271395      -0.00%         1.20 ms/ev ->         0.91 ms/ev pfCombinedSecondaryVertexSoftLeptonBJetTags
   -0.269556      -0.27%       131.25 ms/ev ->       100.07 ms/ev conversionTrackCandidates
   -0.212530      -0.01%         3.98 ms/ev ->         3.22 ms/ev muonSeededSeedsOutInDisplaced
   -0.172730      -0.19%       139.11 ms/ev ->       117.00 ms/ev pixelPairStepSeeds
   +0.169908      +0.03%        20.02 ms/ev ->        23.73 ms/ev pixelPairStep
   +0.162963      +0.01%         5.64 ms/ev ->         6.64 ms/ev topSingleMuonHLTOfflineDQM
   -0.161424      -0.05%        37.67 ms/ev ->        32.04 ms/ev initialStepSeedsPreSplitting
   -0.156917      -0.09%        68.07 ms/ev ->        58.16 ms/ev lowPtTripletStepSeeds
   -0.156718      -0.05%        37.44 ms/ev ->        32.00 ms/ev initialStepSeeds
   -0.151724      -0.05%        39.15 ms/ev ->        33.63 ms/ev tobTecStepSeedsPair
   -0.145833      -0.04%        35.72 ms/ev ->        30.86 ms/ev pfCandidateToVertexAssociation
   -0.145759      -0.03%        25.43 ms/ev ->        21.98 ms/ev mixedTripletStepSeedsB
   +0.144348      +0.01%         5.42 ms/ev ->         6.27 ms/ev SingleTopSingleMuonHLTOfflineDQM
   +0.141357      +0.42%       320.64 ms/ev ->       369.41 ms/ev lowPtTripletStepTrackCandidates
   -0.133050      -0.01%         7.54 ms/ev ->         6.59 ms/ev pfBoostedDoubleSecondaryVertexAK8BJetTagsAK8
   +0.121409      +0.19%       166.20 ms/ev ->       187.68 ms/ev pixelPairStepTracks
   +0.115565      +0.01%         6.12 ms/ev ->         6.87 ms/ev siPixelClusters
   +0.112123      +0.01%        11.46 ms/ev ->        12.82 ms/ev TrackSeedMonpixelPairStep
   +0.107957      +0.37%       372.94 ms/ev ->       415.50 ms/ev detachedTripletStepTrackCandidates
   -0.101640      -0.01%         6.44 ms/ev ->         5.82 ms/ev particleFlowEGamma
   +0.097357      +0.17%       185.34 ms/ev ->       204.30 ms/ev jetCoreRegionalStepTrackCandidates
   +0.095420      +0.01%        15.93 ms/ev ->        17.52 ms/ev hpsPFTauPrimaryVertexProducer
   -0.094683      -0.27%       348.03 ms/ev ->       316.57 ms/ev pixelLessStepSeeds
   +0.092906      +0.00%         5.49 ms/ev ->         6.03 ms/ev TrackSeedMondetachedTripletStep
   +0.091862      +0.08%        96.80 ms/ev ->       106.12 ms/ev lowPtTripletStepTracks
   +0.090221      +0.00%         4.98 ms/ev ->         5.46 ms/ev TrackSeedMonlowPtTripletStep
   +0.088819      +0.01%        14.86 ms/ev ->        16.24 ms/ev hpsPFTauPrimaryVertexProducer76xReMiniAOD
   +0.088312      +0.00%         5.15 ms/ev ->         5.63 ms/ev TrackSeedMoninitialStep
   +0.086338      +0.00%         4.84 ms/ev ->         5.28 ms/ev uncleanedOnlyAllConversions
   +0.083685      +0.00%         6.14 ms/ev ->         6.67 ms/ev dedxDQMHarm2SP
   -0.082712      -0.26%       380.78 ms/ev ->       350.53 ms/ev pixelLessStepTrackCandidates
   +0.077768      +0.42%       602.79 ms/ev ->       651.56 ms/ev pixelPairStepTrackCandidates
   +0.077385      +0.01%         9.12 ms/ev ->         9.85 ms/ev lowPtTripletStep
   +0.075192      +0.01%        16.00 ms/ev ->        17.25 ms/ev siPixelClustersPreSplitting
   +0.072157      +0.05%        78.52 ms/ev ->        84.40 ms/ev particleFlowClusterHF
   +0.070577      +0.01%        11.69 ms/ev ->        12.54 ms/ev detachedTripletStepClassifier2
   +0.070016      +0.03%        52.98 ms/ev ->        56.82 ms/ev allConversions
   +0.069205      +0.08%       135.65 ms/ev ->       145.37 ms/ev unsortedOfflinePrimaryVertices
   +0.068524      +0.01%         8.46 ms/ev ->         9.06 ms/ev particleFlowClusterECALUncorrected
   +0.067600      +0.08%       132.72 ms/ev ->       142.01 ms/ev detachedTripletStepTracks
   +0.060923      +0.00%         6.68 ms/ev ->         7.10 ms/ev CSCHaloData
   +0.060538      +0.01%         9.45 ms/ev ->        10.04 ms/ev generalV0Candidates
   +0.060185      +0.06%       120.17 ms/ev ->       127.63 ms/ev particleFlowDisplacedVertex
   +0.059118      +0.02%        40.91 ms/ev ->        43.40 ms/ev MINIAODSIMoutput
   +0.057794      +0.03%        57.26 ms/ev ->        60.67 ms/ev combinatoricRecoTaus
   +0.057225      +0.03%        57.07 ms/ev ->        60.43 ms/ev pfTausCombiner
   +0.056504      +0.00%         5.12 ms/ev ->         5.42 ms/ev dedxTruncated40
   -0.055952      -0.01%        25.89 ms/ev ->        24.48 ms/ev SETMuonSeed
   -0.055005      -0.01%        22.08 ms/ev ->        20.90 ms/ev pfNoPileUp
   -0.054888      -0.01%        22.11 ms/ev ->        20.93 ms/ev pfNoPileUpIso
   +0.054150      +0.00%         9.32 ms/ev ->         9.84 ms/ev photonIDValueMapProducer
   +0.053732      +0.15%       318.32 ms/ev ->       335.89 ms/ev AODSIMoutput
   +0.053256      +0.02%        42.15 ms/ev ->        44.45 ms/ev earlyGeneralTracks
   +0.052855      +0.01%        14.92 ms/ev ->        15.73 ms/ev initialStepClassifier1
   +0.052163      +0.00%         5.96 ms/ev ->         6.28 ms/ev hbhereco
   +0.050268      +0.00%         9.72 ms/ev ->        10.22 ms/ev generalTracks
  ---------- ------------     --------                  ----       ------------
Job total:  11.485 s/ev ==> 11.6712 s/ev

The same excluding the first 1 events
  delta/mean delta/orJob     original                   new       module name
  ---------- ------------     --------                  ----       ------------
   -0.724147      -0.01%         1.32 ms/ev ->         0.62 ms/ev tightAnalyzer
   -0.708397      -0.01%         1.25 ms/ev ->         0.59 ms/ev globalAnalyzer
   -0.607194      -0.29%        71.85 ms/ev ->        38.38 ms/ev pixelPairElectronSeeds
   -0.580319      -0.01%         1.49 ms/ev ->         0.82 ms/ev looseAnalyzer
   +0.338812      +0.00%         0.60 ms/ev ->         0.85 ms/ev uncleanedOnlyConversionTrackCandidates
   +0.310716      +0.00%         0.66 ms/ev ->         0.91 ms/ev ElecMuonHLTOfflineDQM
   -0.279647      -0.33%       150.83 ms/ev ->       113.83 ms/ev detachedTripletStepSeeds
   -0.272222      -0.28%       131.37 ms/ev ->        99.90 ms/ev conversionTrackCandidates
   -0.212331      -0.01%         3.99 ms/ev ->         3.22 ms/ev muonSeededSeedsOutInDisplaced
   -0.172283      -0.19%       138.99 ms/ev ->       116.95 ms/ev pixelPairStepSeeds
   +0.170387      +0.03%        19.98 ms/ev ->        23.71 ms/ev pixelPairStep
   +0.162999      +0.01%         5.65 ms/ev ->         6.65 ms/ev topSingleMuonHLTOfflineDQM
   -0.160844      -0.05%        37.58 ms/ev ->        31.99 ms/ev initialStepSeedsPreSplitting
   -0.156701      -0.09%        68.02 ms/ev ->        58.14 ms/ev lowPtTripletStepSeeds
   -0.156562      -0.05%        37.41 ms/ev ->        31.98 ms/ev initialStepSeeds
   -0.151645      -0.05%        39.13 ms/ev ->        33.61 ms/ev tobTecStepSeedsPair
   -0.145709      -0.04%        35.69 ms/ev ->        30.84 ms/ev pfCandidateToVertexAssociation
   -0.145161      -0.03%        25.41 ms/ev ->        21.97 ms/ev mixedTripletStepSeedsB
   +0.144309      +0.01%         5.43 ms/ev ->         6.27 ms/ev SingleTopSingleMuonHLTOfflineDQM
   +0.141471      +0.43%       320.39 ms/ev ->       369.17 ms/ev lowPtTripletStepTrackCandidates
   +0.121711      +0.19%       166.05 ms/ev ->       187.57 ms/ev pixelPairStepTracks
   +0.115619      +0.01%         6.12 ms/ev ->         6.87 ms/ev siPixelClusters
   +0.112445      +0.01%        11.45 ms/ev ->        12.81 ms/ev TrackSeedMonpixelPairStep
   +0.107948      +0.37%       372.74 ms/ev ->       415.27 ms/ev detachedTripletStepTrackCandidates
   -0.102045      -0.01%         6.44 ms/ev ->         5.81 ms/ev particleFlowEGamma
   +0.096132      +0.01%        15.91 ms/ev ->        17.51 ms/ev hpsPFTauPrimaryVertexProducer
   +0.096043      +0.16%       185.52 ms/ev ->       204.24 ms/ev jetCoreRegionalStepTrackCandidates
   -0.093855      -0.27%       347.65 ms/ev ->       316.48 ms/ev pixelLessStepSeeds
   +0.093017      +0.00%         5.49 ms/ev ->         6.02 ms/ev TrackSeedMondetachedTripletStep
   +0.091978      +0.08%        96.71 ms/ev ->       106.04 ms/ev lowPtTripletStepTracks
   +0.090217      +0.00%         4.98 ms/ev ->         5.45 ms/ev TrackSeedMonlowPtTripletStep
   +0.089554      +0.01%        14.84 ms/ev ->        16.23 ms/ev hpsPFTauPrimaryVertexProducer76xReMiniAOD
   +0.088502      +0.00%         5.15 ms/ev ->         5.62 ms/ev TrackSeedMoninitialStep
   +0.087522      +0.00%         4.83 ms/ev ->         5.28 ms/ev uncleanedOnlyAllConversions
   +0.083444      +0.00%         6.13 ms/ev ->         6.67 ms/ev dedxDQMHarm2SP
   -0.081687      -0.26%       380.39 ms/ev ->       350.54 ms/ev pixelLessStepTrackCandidates
   +0.078070      +0.43%       602.40 ms/ev ->       651.34 ms/ev pixelPairStepTrackCandidates
   +0.077365      +0.01%         9.11 ms/ev ->         9.85 ms/ev lowPtTripletStep
   +0.075069      +0.05%        78.29 ms/ev ->        84.40 ms/ev particleFlowClusterHF
   +0.070450      +0.01%        11.68 ms/ev ->        12.53 ms/ev detachedTripletStepClassifier2
   +0.070426      +0.03%        52.96 ms/ev ->        56.83 ms/ev allConversions
   +0.070125      +0.09%       135.44 ms/ev ->       145.29 ms/ev unsortedOfflinePrimaryVertices
   +0.068439      +0.01%         8.45 ms/ev ->         9.05 ms/ev particleFlowClusterECALUncorrected
   +0.067385      +0.08%       132.65 ms/ev ->       141.90 ms/ev detachedTripletStepTracks
   +0.061276      +0.00%         6.66 ms/ev ->         7.09 ms/ev CSCHaloData
   +0.061106      +0.01%         9.44 ms/ev ->        10.03 ms/ev generalV0Candidates
   +0.060799      +0.07%       120.07 ms/ev ->       127.60 ms/ev particleFlowDisplacedVertex
   +0.057719      +0.03%        57.23 ms/ev ->        60.63 ms/ev combinatoricRecoTaus
   +0.057116      +0.03%        57.04 ms/ev ->        60.40 ms/ev pfTausCombiner
   -0.056661      -0.01%        25.91 ms/ev ->        24.49 ms/ev SETMuonSeed
   +0.056324      +0.00%         5.12 ms/ev ->         5.42 ms/ev dedxTruncated40
   +0.054998      +0.16%       316.54 ms/ev ->       334.44 ms/ev AODSIMoutput
   -0.054651      -0.01%        22.06 ms/ev ->        20.89 ms/ev pfNoPileUp
   -0.054580      -0.01%        22.09 ms/ev ->        20.92 ms/ev pfNoPileUpIso
   +0.053543      +0.02%        42.11 ms/ev ->        44.43 ms/ev earlyGeneralTracks
   +0.053286      +0.00%         9.33 ms/ev ->         9.84 ms/ev photonIDValueMapProducer
   +0.053011      +0.01%        14.90 ms/ev ->        15.71 ms/ev initialStepClassifier1
   +0.052833      +0.20%       424.40 ms/ev ->       447.44 ms/ev initialStepTrackCandidatesPreSplitting
   +0.052406      +0.00%         5.95 ms/ev ->         6.27 ms/ev hbhereco
   +0.050394      +0.00%         9.71 ms/ev ->        10.21 ms/ev generalTracks
   +0.050204      +0.01%        15.05 ms/ev ->        15.83 ms/ev inclusiveCandidateVertexFinderCvsL
   +0.050100      +0.01%        14.96 ms/ev ->        15.73 ms/ev initialStepClassifier3
  ---------- ------------     --------                  ----       ------------
Job total:  11.3463 s/ev ==> 11.5691 s/ev

