### Short Comparison (top 10 lines) excluding the first events: CMSSW_7_5_0_pre2 vs CMSSW_7_5_0_pre1
The same excluding the first event 
  delta/mean delta/orJob     original                   new       module name
   +0.220190      +0.03%         0.76 ms/ev ->         0.95 ms/ev combinedSecondaryVertexBJetTags
   +0.217714      +0.68%        17.86 ms/ev ->        22.23 ms/ev tauIsoDepositPFCandidates
   +0.205272      +1.21%        34.02 ms/ev ->        41.81 ms/ev MINIAODSIMoutput
   +0.203439      +0.02%         0.46 ms/ev ->         0.57 ms/ev lostTracks
   +0.160194      +0.47%        17.21 ms/ev ->        20.21 ms/ev NjettinessAK8
   +0.137813      +0.17%         7.22 ms/ev ->         8.29 ms/ev patJets
   -0.133325      -0.17%         8.71 ms/ev ->         7.62 ms/ev prunedGenParticles
   +0.122735      +0.36%        17.87 ms/ev ->        20.21 ms/ev ak4PFJets
   +0.112868      +0.52%        27.86 ms/ev ->        31.20 ms/ev ak8PFJetsCHSTrimmed
   +0.105349      +0.10%         5.93 ms/ev ->         6.59 ms/ev primaryVertexAssociation
   +0.101790      +0.08%         4.89 ms/ev ->         5.42 ms/ev patTaus
   +0.096812      +0.19%        12.14 ms/ev ->        13.38 ms/ev pileupJetId
   +0.087233      +0.12%         8.44 ms/ev ->         9.21 ms/ev pfImpactParameterTagInfosAK8
   +0.073998      +0.30%        25.38 ms/ev ->        27.33 ms/ev pfCandsNotInJetsPtrForMetCorr
   +0.073660      +0.13%        11.23 ms/ev ->        12.08 ms/ev ak4PFJetsPuppi
   -0.070998      -0.13%        11.83 ms/ev ->        11.02 ms/ev packedPFCandidates
   -0.070890      -0.38%        35.51 ms/ev ->        33.08 ms/ev prunedGenParticlesWithStatusOne
   +0.069985      +0.12%        10.43 ms/ev ->        11.19 ms/ev pfImpactParameterTagInfosPuppi
   +0.054233      +0.58%        66.73 ms/ev ->        70.45 ms/ev pfImpactParameterTagInfos
  ---------- ------------     --------                  ----       ------------
Job total:  0.641016 s/ev ==> 0.6855 s/ev

