### Short Comparison (top 10 lines) excluding the first events: CMSSW_7_5_0_pre2 vs CMSSW_7_5_0_pre1
The same excluding the first event 
  delta/mean delta/orJob     original                   new       module name
  ---------- ------------     --------                  ----       ------------
     removed      -0.00%         0.14 ms/ev ->         0.00 ms/ev electronHcalPFClusterIsolationProducer
     removed      -0.00%         0.22 ms/ev ->         0.00 ms/ev photonHcalPFClusterIsolationProducer
     removed      -0.00%         0.29 ms/ev ->         0.00 ms/ev electronEcalPFClusterIsolationProducer
     removed      -0.00%         0.48 ms/ev ->         0.00 ms/ev photonEcalPFClusterIsolationProducer
   +1.335966      +0.01%         0.15 ms/ev ->         0.78 ms/ev particleFlowTmpPtrs
   +1.268569      +0.00%         0.02 ms/ev ->         0.11 ms/ev pfJetsPtrsEI
   +1.196055      +0.01%         0.24 ms/ev ->         0.96 ms/ev particleFlowPtrs
   +1.181952      +0.00%         0.03 ms/ev ->         0.10 ms/ev electronsWithPresel
   +1.029334      +0.00%         0.11 ms/ev ->         0.33 ms/ev pfIsolatedMuonsEI
   +1.025712      +0.01%         0.39 ms/ev ->         1.21 ms/ev egmGedGsfElectronPFPileUpIsolation

### Full Comparison CMSSW_7_5_0_pre2 vs CMSSW_7_5_0_pre1 
Couldn't parse time report using CPU and wall-clock format: trying Wall-clock only
  delta/mean delta/orJob     original                   new       module name
  ---------- ------------     --------                  ----       ------------
     removed      -0.00%         0.14 ms/ev ->         0.00 ms/ev electronHcalPFClusterIsolationProducer
     removed      -0.00%         0.22 ms/ev ->         0.00 ms/ev photonHcalPFClusterIsolationProducer
     removed      -0.00%         0.29 ms/ev ->         0.00 ms/ev electronEcalPFClusterIsolationProducer
     removed      -0.00%         0.48 ms/ev ->         0.00 ms/ev photonEcalPFClusterIsolationProducer
   +1.682785      +0.00%         0.04 ms/ev ->         0.48 ms/ev hpsPFTauDiscriminationByVVTightIsolationMVA3oldDMwLT
   -1.656977      -0.01%         0.63 ms/ev ->         0.06 ms/ev hpsPFTauDiscriminationByLooseIsolationMVA3oldDMwoLT
   -1.588152      -0.01%         0.64 ms/ev ->         0.07 ms/ev hpsPFTauDiscriminationByVLooseIsolationMVA3oldDMwLT
   -1.428274      -0.01%         1.65 ms/ev ->         0.28 ms/ev hpsPFTauDiscriminationByMVA5VTightElectronRejection
   -1.389157      -0.02%         2.81 ms/ev ->         0.51 ms/ev hpsPFTauDiscriminationByMVA5LooseElectronRejection
   +1.338346      +0.01%         0.15 ms/ev ->         0.78 ms/ev particleFlowTmpPtrs
   -1.337349      -0.02%         1.94 ms/ev ->         0.38 ms/ev hpsPFTauDiscriminationByMVA5MediumElectronRejection
   -1.334235      -0.01%         0.62 ms/ev ->         0.12 ms/ev hpsPFTauDiscriminationByMediumIsolationMVA3oldDMwLT
   -1.330035      -0.02%         2.36 ms/ev ->         0.47 ms/ev hpsPFTauDiscriminationByMVA5VLooseElectronRejection
   -1.321519      -0.00%         0.33 ms/ev ->         0.07 ms/ev hpsPFTauDiscriminationByLooseIsolationMVA3oldDMwLT
   -1.319797      -0.00%         0.33 ms/ev ->         0.07 ms/ev hpsPFTauDiscriminationByVVTightIsolationMVA3newDMwoLT
   -1.309002      -0.00%         0.34 ms/ev ->         0.07 ms/ev hpsPFTauDiscriminationByVLooseIsolationMVA3newDMwLT
   +1.288889      +0.00%         0.02 ms/ev ->         0.11 ms/ev pfJetsPtrsEI
   -1.286432      -0.00%         0.33 ms/ev ->         0.07 ms/ev hpsPFTauDiscriminationByLooseIsolationMVA3newDMwoLT
   -1.245658      -0.00%         0.33 ms/ev ->         0.08 ms/ev hpsPFTauDiscriminationByVVTightIsolationMVA3newDMwLT
   +1.198664      +0.01%         0.24 ms/ev ->         0.96 ms/ev particleFlowPtrs
   +1.167513      +0.00%         0.04 ms/ev ->         0.16 ms/ev hpsPFTauDiscriminationByVTightIsolationMVA3oldDMwLT
   +1.031963      +0.00%         0.11 ms/ev ->         0.33 ms/ev pfIsolatedMuonsEI
   +1.026217      +0.01%         0.39 ms/ev ->         1.21 ms/ev egmGedGsfElectronPFPileUpIsolation
   -1.002789      -0.03%         4.31 ms/ev ->         1.43 ms/ev muonShowerInformation
   +0.994764      +0.01%         0.29 ms/ev ->         0.86 ms/ev egmGedGsfElectronPFNoPileUpIsolation
   -0.867676      -0.01%         1.09 ms/ev ->         0.43 ms/ev hpsPFTauDiscriminationByMVA5TightElectronRejection
   +0.791892      +0.01%         0.45 ms/ev ->         1.03 ms/ev muPFIsoDepositGamma
   +0.742923      +0.01%         1.10 ms/ev ->         2.40 ms/ev muPFIsoDepositPU
   +0.647781      +0.00%         0.36 ms/ev ->         0.70 ms/ev pfAllMuonsEI
   -0.629327      -0.01%         1.69 ms/ev ->         0.88 ms/ev hpsPFTauDiscriminationByMVA5rawElectronRejection
   +0.620229      +0.01%         1.45 ms/ev ->         2.75 ms/ev siStripZeroSuppression
   +0.586697      +0.03%         3.46 ms/ev ->         6.33 ms/ev dedxHarmonic2
   +0.573099      +0.00%         0.37 ms/ev ->         0.66 ms/ev pfInclusiveSecondaryVertexFinderTagInfos
   +0.551842      +0.01%         0.85 ms/ev ->         1.49 ms/ev interestingGedGamIsoDetIdEE
   +0.551405      +0.01%         1.17 ms/ev ->         2.07 ms/ev hcalDigis
   +0.520687      +0.00%         0.58 ms/ev ->         0.99 ms/ev trackRefsForJetsBeforeSorting
   +0.517394      +0.00%         0.59 ms/ev ->         0.99 ms/ev trackRefsForJets
   +0.513478      +0.01%         0.84 ms/ev ->         1.42 ms/ev combinedSecondaryVertexBJetTags
   +0.488855      +0.01%         0.98 ms/ev ->         1.62 ms/ev uncleanedOnlyGeneralConversionTrackProducer
   +0.485661      +0.01%         1.64 ms/ev ->         2.69 ms/ev ak4TrackJets
   +0.480620      +0.01%         0.83 ms/ev ->         1.36 ms/ev pfTausSelectionDiscriminator
   +0.480182      +0.01%         0.83 ms/ev ->         1.36 ms/ev hpsSelectionDiscriminator
   +0.470004      +0.01%         1.00 ms/ev ->         1.62 ms/ev generalConversionTrackProducer
   +0.466505      +0.00%         0.47 ms/ev ->         0.76 ms/ev fixedGridRhoFastjetAll
   +0.428916      +0.00%         0.65 ms/ev ->         1.01 ms/ev pfCombinedSecondaryVertexBJetTags
   +0.426369      +0.18%        32.85 ms/ev ->        50.65 ms/ev ecalDrivenElectronSeeds
   +0.422991      +0.09%        16.65 ms/ev ->        25.59 ms/ev initialStep
   +0.421864      +0.00%         0.56 ms/ev ->         0.86 ms/ev tobTecStepSeeds
   +0.418693      +0.01%         1.66 ms/ev ->         2.54 ms/ev gsfGeneralInOutOutInConversionTrackMerger
   +0.418182      +0.00%         0.52 ms/ev ->         0.80 ms/ev interestingEcalDetIdEBU
   +0.417431      +0.01%         2.42 ms/ev ->         3.69 ms/ev siPixelClusterShapeCache
   +0.415637      +0.24%        43.49 ms/ev ->        66.30 ms/ev duplicateTrackCandidates
   +0.413555      +0.02%         3.79 ms/ev ->         5.77 ms/ev pfTausDiscriminationByIsolation
   +0.410035      +0.03%         4.98 ms/ev ->         7.54 ms/ev hpsPFTauDiscriminationByVLooseChargedIsolation
   +0.409594      +0.00%         0.43 ms/ev ->         0.65 ms/ev fixedGridRhoFastjetCentralChargedPileUp
   +0.408163      +0.00%         0.43 ms/ev ->         0.65 ms/ev fixedGridRhoFastjetCentralNeutral
   +0.406058      +0.03%         5.00 ms/ev ->         7.55 ms/ev hpsPFTauMVA3IsolationPUcorrPtSum
   +0.405350      +0.31%        58.18 ms/ev ->        87.76 ms/ev allConversions
