### Short Comparison (top 10 lines) excluding the first events: CMSSW_7_4_0_pre8 vs CMSSW_7_4_0_pre7
The same excluding the first event 
  delta/mean delta/orJob     original                   new       module name
   +0.081604      +0.01%        19.15 ms/ev ->        20.78 ms/ev candidateVertexArbitrator
   -0.070441      -0.00%         5.32 ms/ev ->         4.96 ms/ev ecalRecHit
   +0.065250      +0.08%       148.44 ms/ev ->       158.45 ms/ev electronGsfTracks
   +0.060854      +0.00%         8.31 ms/ev ->         8.84 ms/ev ghostTrackVertexTagInfos
   +0.059356      +0.01%        19.61 ms/ev ->        20.81 ms/ev gedPhotons
   +0.057381      +0.19%       389.60 ms/ev ->       412.62 ms/ev jetCoreRegionalStepTrackCandidates
   +0.055576      +0.00%         7.20 ms/ev ->         7.61 ms/ev muonSeededTrackCandidatesInOut
   +0.054274      +0.00%         5.23 ms/ev ->         5.52 ms/ev siPixelRecHits
   +0.053886      +0.01%        19.65 ms/ev ->        20.74 ms/ev trackVertexArbitrator
   +0.053639      +0.01%        14.38 ms/ev ->        15.18 ms/ev gedPhotonsTmp
  ---------- ------------     --------                  ----       ------------
Job total:  12.3516 s/ev ==> 12.5962 s/ev

